booking_id,no_show,branch,booking_month,arrival_month,arrival_day,checkout_month,checkout_day,country,first_time,room,price,platform,num_adults,num_children
113854,0.0,Changi,July,October,13.0,October,15.0,Indonesia,Yes,Single,USD$ 371.32,Agent,1,0.0
52921,0.0,Changi,May,June,17.0,June,18.0,Indonesia,Yes,,SGD$ 883.85,Phone,2,0.0
14438,0.0,Orchard,May,February,5.0,February,7.0,China,Yes,King,SGD$ 1345.43,Agent,1,2.0
82117,0.0,Changi,April,April,1.0,April,3.0,Japan,Yes,King,USD$ 639.95,Agent,1,0.0
82217,0.0,Changi,December,January,5.0,January,8.0,China,No,King,SGD$ 900.8,Email,1,1.0
78154,1.0,Orchard,January,January,2.0,January,3.0,China,Yes,King,USD$ 1020.87,Website,1,0.0
49502,1.0,Orchard,July,December,17.0,December,18.0,Malaysia,Yes,King,SGD$ 1382.51,Email,1,1.0
76813,0.0,Changi,January,September,17.0,September,19.0,India,Yes,King,SGD$ 860.74,Website,1,2.0
65204,0.0,Orchard,April,March,26.0,March,28.0,India,Yes,Single,,Email,one,0.0
89804,0.0,Changi,April,February,19.0,February,20.0,China,Yes,,USD$ 662.7,Agent,2,2.0
75000,0.0,Changi,January,June,14.0,June,15.0,China,Yes,King,USD$ 605.19,Email,two,2.0
30520,0.0,Changi,October,February,24.0,February,27.0,China,Yes,King,USD$ 666.58,Agent,1,1.0
4027,0.0,Orchard,September,January,20.0,January,22.0,Indonesia,Yes,King,USD$ 949.28,Website,2,1.0
23398,0.0,Changi,September,December,27.0,December,28.0,Indonesia,Yes,King,SGD$ 946.39,Website,one,1.0
36380,0.0,Changi,March,March,29.0,April,1.0,Indonesia,Yes,King,USD$ 662.63,Website,1,2.0
23469,0.0,Changi,September,September,3.0,September,6.0,China,Yes,Single,SGD$ 584.37,Website,1,1.0
83331,1.0,Changi,July,August,13.0,August,14.0,Indonesia,Yes,King,USD$ 595.8,Website,2,2.0
8514,0.0,Orchard,June,November,6.0,November,8.0,Australia,Yes,King,USD$ 984.18,Website,2,2.0
103992,1.0,Orchard,March,December,19.0,December,20.0,China,Yes,,SGD$ 1326.13,Website,2,2.0
79045,1.0,Orchard,February,May,31.0,June,2.0,China,Yes,King,,Agent,2,2.0
84022,1.0,Changi,September,October,5.0,October,6.0,China,Yes,,USD$ 704.54,Phone,1,1.0
59697,0.0,Changi,March,September,15.0,September,18.0,Malaysia,Yes,Single,SGD$ 572.29,Email,1,1.0
61315,0.0,Orchard,August,May,26.0,May,29.0,Australia,Yes,King,SGD$ 1306.57,Email,1,1.0
38737,1.0,Changi,September,October,13.0,October,16.0,China,Yes,King,SGD$ 916.43,Email,2,2.0
88499,0.0,Changi,December,February,17.0,February,19.0,Singapore,Yes,,USD$ 611.04,Email,2,0.0
118371,0.0,Orchard,October,March,5.0,March,6.0,China,Yes,,USD$ 1030.53,Agent,1,0.0
81884,1.0,Orchard,March,August,8.0,August,9.0,China,Yes,Single,,Website,1,1.0
53781,0.0,Changi,July,January,1.0,January,-3.0,Indonesia,Yes,,SGD$ 556.22,Phone,1,0.0
101273,0.0,Changi,November,June,19.0,June,20.0,Japan,Yes,King,USD$ 658.48,Email,1,2.0
60318,1.0,Changi,May,June,29.0,June,30.0,India,Yes,Queen,SGD$ 733.0,Email,2,1.0
105120,0.0,Changi,January,February,11.0,February,13.0,Japan,Yes,,USD$ 684.13,Website,2,1.0
57166,0.0,Orchard,October,July,16.0,July,18.0,Australia,Yes,King,USD$ 927.19,Website,2,1.0
85752,1.0,Changi,March,August,6.0,August,8.0,Indonesia,Yes,King,USD$ 712.32,Website,1,2.0
30954,1.0,Orchard,February,August,28.0,August,29.0,India,Yes,King,SGD$ 1478.71,Agent,2,2.0
118487,1.0,Changi,April,December,2.0,December,3.0,China,Yes,,USD$ 599.46,Website,1,1.0
97094,0.0,Changi,October,November,11.0,November,13.0,Indonesia,Yes,King,,Website,1,1.0
111365,0.0,Changi,October,June,28.0,July,1.0,Australia,Yes,King,USD$ 654.96,Website,1,0.0
82353,1.0,Changi,November,December,27.0,December,31.0,Indonesia,Yes,,USD$ 678.51,Agent,2,0.0
84772,0.0,Changi,May,September,4.0,September,6.0,Indonesia,Yes,King,SGD$ 896.33,Website,2,2.0
22289,0.0,Orchard,June,April,13.0,April,15.0,Australia,Yes,Queen,SGD$ 920.2,Email,1,0.0
15824,0.0,Changi,December,October,24.0,October,25.0,India,Yes,King,USD$ 697.02,Agent,1,2.0
85376,0.0,Changi,March,April,15.0,April,16.0,India,Yes,Single,USD$ 355.61,Agent,1,1.0
111682,0.0,Changi,September,December,25.0,December,26.0,India,Yes,King,SGD$ 926.33,Email,1,2.0
59213,0.0,Changi,March,April,29.0,May,1.0,Japan,Yes,King,,Email,1,1.0
89915,0.0,Changi,April,December,29.0,January,2.0,Japan,Yes,King,,Phone,2,0.0
104943,1.0,Changi,September,October,5.0,October,-6.0,China,Yes,King,SGD$ 940.97,Website,1,2.0
86561,0.0,Changi,June,August,8.0,August,11.0,Indonesia,Yes,,USD$ 631.51,Website,1,1.0
95319,0.0,Orchard,February,June,28.0,July,2.0,Indonesia,Yes,,SGD$ 1176.64,Agent,2,1.0
42245,0.0,Changi,May,September,14.0,September,15.0,Indonesia,Yes,King,USD$ 608.4,Website,2,2.0
102918,0.0,Changi,June,February,28.0,March,2.0,Indonesia,Yes,King,,Phone,2,2.0
30329,0.0,Orchard,June,October,3.0,October,4.0,China,Yes,Queen,USD$ 874.6,Agent,2,0.0
82539,0.0,Changi,March,May,26.0,May,28.0,Japan,Yes,King,USD$ 707.82,Website,2,2.0
59339,1.0,Changi,April,May,12.0,May,13.0,Indonesia,Yes,King,,Website,2,0.0
11595,1.0,Changi,February,May,4.0,May,6.0,China,Yes,King,,Phone,2,2.0
52900,0.0,Orchard,April,April,22.0,April,24.0,China,Yes,Single,USD$ 498.59,Website,1,1.0
42527,0.0,Orchard,November,February,27.0,February,28.0,Indonesia,Yes,,SGD$ 1373.84,Website,1,2.0
31694,1.0,Changi,October,June,15.0,June,17.0,China,Yes,King,SGD$ 832.54,Website,2,1.0
30962,1.0,Changi,July,August,14.0,August,16.0,China,Yes,King,,Phone,2,1.0
31162,1.0,Orchard,May,July,18.0,July,19.0,China,Yes,,SGD$ 1255.69,Agent,1,1.0
59097,0.0,Changi,August,April,17.0,April,18.0,China,Yes,Queen,,Agent,2,1.0
2946,0.0,Orchard,March,October,5.0,October,6.0,Australia,Yes,King,,Website,1,2.0
10427,1.0,Changi,August,April,17.0,April,19.0,Indonesia,Yes,,USD$ 674.73,Email,1,2.0
1520,0.0,Changi,November,December,8.0,December,9.0,India,Yes,Single,SGD$ 454.68,Website,1,1.0
22635,1.0,Orchard,October,August,12.0,August,16.0,China,Yes,Single,USD$ 617.11,Agent,1,1.0
78184,1.0,Orchard,May,September,20.0,September,22.0,China,Yes,King,USD$ 908.2,Website,1,1.0
23798,0.0,Changi,December,July,10.0,July,12.0,Australia,Yes,King,SGD$ 853.54,Website,2,1.0
16800,1.0,Changi,January,January,19.0,January,21.0,China,Yes,King,SGD$ 868.45,Website,2,1.0
28841,1.0,Changi,June,August,28.0,August,29.0,India,Yes,,SGD$ 445.34,Agent,1,1.0
116703,0.0,Orchard,August,May,16.0,May,17.0,Australia,Yes,Single,USD$ 572.28,Website,1,1.0
57667,0.0,Changi,April,April,10.0,April,12.0,Japan,Yes,,SGD$ 551.54,Website,1,1.0
20328,1.0,Orchard,April,August,29.0,August,30.0,Singapore,Yes,Queen,USD$ 852.87,Email,2,1.0
63382,0.0,Orchard,September,May,14.0,May,16.0,Australia,Yes,,USD$ 790.67,Email,2,0.0
31710,1.0,Changi,June,August,15.0,August,17.0,China,Yes,King,SGD$ 963.86,Website,2,0.0
91780,0.0,Orchard,November,May,23.0,May,24.0,Australia,Yes,President Suite,USD$ 1335.61,Website,2,1.0
95465,0.0,Changi,September,August,9.0,August,12.0,Australia,Yes,King,,Phone,1,0.0
61934,0.0,Orchard,December,May,5.0,May,8.0,India,Yes,King,USD$ 876.54,Website,2,0.0
46741,0.0,Changi,February,May,5.0,May,6.0,Australia,Yes,King,USD$ 718.26,Website,1,2.0
38749,0.0,Changi,August,July,18.0,July,19.0,China,Yes,King,USD$ 707.95,Agent,2,0.0
96475,1.0,Changi,November,June,4.0,June,6.0,Australia,Yes,King,SGD$ 989.63,Website,1,0.0
112597,1.0,Changi,November,December,8.0,December,10.0,China,Yes,,USD$ 655.09,Phone,2,0.0
11779,1.0,Changi,March,ApRiL,27.0,April,30.0,India,Yes,King,SGD$ 849.27,Agent,2,2.0
11914,1.0,Changi,January,November,6.0,November,8.0,China,Yes,King,USD$ 668.92,Website,1,0.0
118674,1.0,Changi,November,September,28.0,September,29.0,China,Yes,King,USD$ 649.31,Phone,1,2.0
88071,1.0,Changi,May,October,10.0,October,12.0,China,Yes,King,SGD$ 944.04,Email,1,0.0
26605,1.0,Orchard,December,May,27.0,May,29.0,Australia,Yes,Single,,Website,one,1.0
86546,0.0,Orchard,March,June,28.0,June,30.0,India,Yes,Queen,USD$ 682.13,Website,1,1.0
75110,0.0,Changi,February,March,17.0,March,19.0,Indonesia,Yes,Single,USD$ 326.69,Agent,one,1.0
80931,1.0,Changi,February,June,24.0,June,26.0,China,Yes,King,SGD$ 996.88,Agent,2,2.0
11871,1.0,Changi,January,June,3.0,June,-5.0,China,Yes,King,USD$ 590.09,Agent,1,1.0
91434,0.0,Orchard,July,June,26.0,June,-28.0,India,Yes,King,USD$ 1094.36,Email,2,1.0
48671,1.0,Orchard,March,April,18.0,April,-20.0,China,Yes,King,USD$ 985.57,Email,2,1.0
87161,1.0,Changi,July,August,18.0,August,20.0,China,Yes,King,SGD$ 882.61,Email,2,0.0
77920,0.0,Changi,January,January,23.0,January,24.0,Indonesia,Yes,King,,Agent,1,1.0
7739,1.0,Changi,July,July,20.0,July,21.0,China,Yes,King,USD$ 617.17,Website,1,1.0
2156,0.0,Changi,March,November,20.0,November,22.0,China,Yes,King,SGD$ 802.18,Website,2,2.0
74520,1.0,Changi,July,November,18.0,November,19.0,Indonesia,Yes,King,USD$ 591.8,Website,2,0.0
100561,0.0,Orchard,August,June,22.0,June,25.0,Indonesia,Yes,King,,Agent,2,0.0
54867,1.0,Orchard,December,April,9.0,April,11.0,China,Yes,King,USD$ 894.16,Website,1,1.0
75655,0.0,Orchard,April,August,20.0,August,22.0,China,Yes,Single,USD$ 495.68,Website,1,0.0
51625,0.0,Changi,July,May,11.0,May,15.0,Indonesia,Yes,King,SGD$ 801.06,Email,2,0.0
88982,0.0,Changi,November,November,3.0,November,8.0,India,Yes,Single,USD$ 387.45,Website,1,0.0
26808,0.0,Changi,May,May,19.0,May,20.0,China,Yes,Single,,Agent,one,0.0
33034,0.0,Orchard,April,February,7.0,February,9.0,China,No,King,USD$ 959.15,Email,2,1.0
111209,0.0,Changi,September,September,5.0,September,6.0,China,Yes,King,USD$ 619.44,Email,2,0.0
105514,0.0,Orchard,July,February,9.0,February,11.0,China,Yes,King,SGD$ 1407.46,Agent,1,0.0
26745,0.0,Changi,June,March,7.0,March,8.0,Singapore,Yes,King,USD$ 603.21,Website,1,1.0
43436,0.0,Changi,April,May,28.0,May,30.0,Indonesia,Yes,King,USD$ 647.74,Email,1,2.0
69096,0.0,Orchard,February,August,14.0,August,15.0,India,Yes,King,SGD$ 1373.34,Email,1,2.0
28663,0.0,Changi,August,October,4.0,October,-6.0,Malaysia,Yes,King,,Agent,1,1.0
52808,0.0,Changi,October,January,25.0,January,26.0,China,Yes,Queen,,Website,2,1.0
17740,0.0,Changi,July,July,13.0,July,14.0,Japan,Yes,,SGD$ 920.8,Website,1,2.0
67497,0.0,Changi,December,April,13.0,April,15.0,Indonesia,Yes,Queen,,Agent,1,0.0
4402,0.0,Changi,May,August,19.0,August,20.0,China,Yes,,SGD$ 487.02,Agent,1,0.0
69365,1.0,Changi,February,February,27.0,February,28.0,Indonesia,Yes,King,SGD$ 910.14,Website,two,2.0
68861,1.0,Orchard,February,August,11.0,August,16.0,China,Yes,Queen,USD$ 852.52,Email,2,0.0
117508,1.0,Changi,March,January,1.0,January,3.0,China,Yes,King,SGD$ 872.39,Website,1,0.0
55616,0.0,Changi,July,April,13.0,April,-16.0,Australia,Yes,King,SGD$ 867.33,Agent,2,0.0
109646,0.0,Changi,April,August,17.0,August,18.0,India,Yes,King,,Phone,2,0.0
81420,0.0,Orchard,May,April,2.0,April,4.0,China,Yes,King,USD$ 909.43,Website,1,2.0
86997,1.0,Orchard,April,August,17.0,August,18.0,China,Yes,Queen,,Agent,2,1.0
119354,0.0,Orchard,April,September,18.0,September,-19.0,Singapore,Yes,Single,SGD$ 848.6,Agent,1,1.0
46513,0.0,Orchard,May,November,16.0,November,17.0,Australia,Yes,Queen,SGD$ 991.12,Phone,1,0.0
8612,0.0,Changi,August,August,19.0,August,21.0,India,Yes,King,USD$ 680.18,Website,2,0.0
27325,0.0,Changi,November,January,20.0,January,22.0,Indonesia,Yes,King,SGD$ 885.31,Agent,2,0.0
67530,1.0,Orchard,May,September,2.0,September,4.0,India,Yes,King,USD$ 973.87,Website,2,2.0
42937,1.0,Changi,October,June,15.0,June,17.0,China,Yes,King,USD$ 690.37,Website,2,2.0
97847,0.0,Changi,October,OcTobeR,10.0,October,11.0,China,Yes,King,SGD$ 875.45,Phone,2,0.0
78924,1.0,Changi,March,April,10.0,April,12.0,Indonesia,Yes,,USD$ 324.94,Website,1,0.0
69902,0.0,Orchard,December,January,5.0,January,6.0,Australia,Yes,Queen,USD$ 724.08,Agent,1,1.0
98672,0.0,Changi,May,July,19.0,July,23.0,Japan,Yes,Single,USD$ 342.25,Email,1,0.0
97325,0.0,Changi,July,August,2.0,August,3.0,Australia,Yes,Single,,Email,1,1.0
63772,0.0,Orchard,June,July,14.0,July,16.0,India,Yes,King,USD$ 951.79,Agent,1,1.0
13019,0.0,Changi,October,October,4.0,October,5.0,India,Yes,King,USD$ 674.93,Agent,1,1.0
13657,0.0,Changi,January,July,26.0,July,28.0,Indonesia,Yes,King,,Email,2,1.0
19616,1.0,Changi,July,December,27.0,December,29.0,Australia,Yes,King,SGD$ 984.75,Email,1,0.0
25271,0.0,Orchard,April,July,29.0,July,31.0,Japan,Yes,Queen,,Website,1,0.0
107023,0.0,Orchard,June,February,15.0,February,16.0,India,Yes,,SGD$ 1070.18,Email,2,1.0
63813,1.0,Changi,August,May,15.0,May,-17.0,China,Yes,,USD$ 625.34,Website,2,1.0
19671,1.0,Orchard,February,JuNe,11.0,June,25.0,China,Yes,King,SGD$ 1223.74,Website,1,2.0
77166,1.0,Changi,November,May,30.0,June,1.0,China,Yes,King,USD$ 630.57,Email,two,0.0
44940,0.0,Changi,May,October,8.0,October,11.0,Japan,Yes,King,SGD$ 871.12,Website,1,1.0
11681,1.0,Changi,June,February,1.0,February,4.0,China,Yes,King,SGD$ 829.52,Phone,1,2.0
108246,0.0,Changi,December,May,27.0,May,28.0,China,Yes,Queen,USD$ 536.25,Email,2,1.0
92321,1.0,Orchard,July,August,4.0,August,6.0,China,Yes,King,,Website,1,2.0
13569,1.0,Changi,August,April,9.0,April,11.0,Indonesia,Yes,Single,USD$ 301.48,Website,1,1.0
60980,1.0,Changi,December,February,25.0,February,26.0,China,Yes,King,USD$ 702.17,Website,1,2.0
11049,0.0,Changi,July,March,24.0,March,26.0,India,Yes,King,SGD$ 802.68,Email,1,2.0
3225,0.0,Orchard,April,October,11.0,October,12.0,Australia,Yes,,USD$ 985.47,Agent,2,2.0
92546,0.0,Orchard,April,May,17.0,May,19.0,India,Yes,King,,Email,2,2.0
72278,1.0,Changi,October,December,23.0,December,24.0,China,Yes,King,SGD$ 947.45,Website,1,2.0
7848,1.0,Changi,January,October,3.0,October,4.0,China,Yes,,SGD$ 972.32,Email,2,0.0
63063,0.0,Changi,June,April,30.0,May,2.0,Japan,Yes,,SGD$ 454.45,Website,1,1.0
36519,0.0,Orchard,March,September,14.0,September,15.0,India,Yes,King,USD$ 997.8,Email,2,1.0
37400,0.0,Changi,January,May,26.0,May,29.0,Indonesia,Yes,Single,SGD$ 545.13,Email,1,0.0
62534,1.0,Changi,September,June,29.0,July,3.0,China,Yes,Single,USD$ 325.62,Website,1,1.0
84743,1.0,Changi,April,September,15.0,September,17.0,China,Yes,King,USD$ 626.58,Agent,2,1.0
54077,0.0,Changi,March,June,14.0,June,16.0,Australia,Yes,King,USD$ 619.24,Agent,1,0.0
81480,0.0,Changi,February,October,2.0,October,4.0,China,Yes,King,,Website,1,2.0
118690,0.0,Changi,November,May,23.0,May,24.0,India,Yes,King,SGD$ 826.1,Website,2,1.0
107104,0.0,Changi,March,November,11.0,November,12.0,Indonesia,Yes,King,USD$ 606.42,Website,1,2.0
3315,1.0,Changi,October,February,25.0,February,27.0,Indonesia,Yes,King,,Website,2,2.0
21591,0.0,Changi,November,February,11.0,February,13.0,Australia,Yes,King,SGD$ 882.64,Agent,2,2.0
86676,0.0,Changi,December,August,9.0,August,14.0,Japan,Yes,Single,,Email,1,0.0
98662,0.0,Orchard,September,June,5.0,June,7.0,China,Yes,,SGD$ 1216.5,Website,1,2.0
44887,1.0,Changi,September,June,27.0,June,29.0,China,Yes,King,,Website,2,0.0
443,1.0,Changi,July,August,14.0,August,16.0,China,Yes,King,USD$ 647.03,Website,2,1.0
92031,0.0,Changi,October,June,26.0,June,27.0,China,Yes,King,,Email,2,0.0
35482,0.0,Orchard,January,April,4.0,April,5.0,Japan,Yes,King,USD$ 1040.1,Website,1,2.0
117155,0.0,Orchard,April,June,9.0,June,12.0,Singapore,Yes,King,,Website,1,0.0
74544,1.0,Changi,July,August,20.0,August,21.0,China,Yes,Single,SGD$ 501.86,Agent,1,1.0
44048,0.0,Changi,September,July,28.0,July,30.0,Australia,Yes,King,USD$ 659.59,Website,2,0.0
87467,1.0,Changi,April,August,8.0,August,9.0,India,Yes,King,SGD$ 815.1,Email,2,0.0
86049,0.0,Changi,January,June,24.0,June,25.0,China,Yes,King,USD$ 601.99,Email,1,0.0
78556,0.0,Orchard,June,October,18.0,October,20.0,Singapore,Yes,King,,Agent,1,2.0
84851,1.0,Changi,September,May,18.0,May,20.0,Australia,Yes,King,,Agent,2,1.0
60054,0.0,Changi,October,August,17.0,August,18.0,Indonesia,Yes,King,USD$ 696.22,Agent,1,2.0
6234,0.0,Orchard,November,September,5.0,September,7.0,China,Yes,,SGD$ 2002.68,Email,2,1.0
98906,1.0,Orchard,June,February,11.0,February,-12.0,China,Yes,,USD$ 969.86,Website,1,0.0
8927,1.0,Orchard,March,November,8.0,November,11.0,China,Yes,,SGD$ 2059.32,Website,2,2.0
53792,0.0,Changi,December,March,2.0,March,4.0,Japan,Yes,King,SGD$ 969.82,Website,two,0.0
50153,0.0,Orchard,June,November,30.0,December,1.0,China,Yes,King,SGD$ 1348.36,Agent,2,0.0
82350,0.0,Changi,April,JulY,22.0,July,23.0,Japan,Yes,,SGD$ 837.3,Agent,1,0.0
55639,0.0,Orchard,February,October,6.0,October,7.0,Australia,Yes,King,SGD$ 1206.4,Website,2,0.0
109672,0.0,Orchard,February,August,20.0,August,22.0,India,Yes,Queen,USD$ 712.47,Website,1,1.0
54518,0.0,Changi,March,May,31.0,June,4.0,Australia,Yes,King,USD$ 683.5,Website,1,2.0
33365,0.0,Orchard,March,April,25.0,April,27.0,Indonesia,Yes,King,,Website,2,0.0
24989,0.0,Orchard,May,May,11.0,May,14.0,Indonesia,Yes,King,,Agent,1,0.0
49151,1.0,Changi,September,February,25.0,February,28.0,China,Yes,King,,Website,1,0.0
31152,1.0,Changi,July,August,26.0,August,28.0,China,Yes,King,USD$ 669.07,Email,1,0.0
105780,0.0,Changi,April,August,31.0,September,4.0,Japan,Yes,King,USD$ 596.94,Website,one,0.0
9135,1.0,Changi,July,November,22.0,November,23.0,China,Yes,,USD$ 655.76,Phone,2,1.0
43055,1.0,Changi,October,April,29.0,May,1.0,China,Yes,King,SGD$ 984.66,Website,2,2.0
40860,1.0,Changi,August,May,13.0,May,14.0,China,Yes,,USD$ 607.54,Email,2,1.0
15438,0.0,Changi,December,April,14.0,April,15.0,India,Yes,Queen,SGD$ 667.15,Agent,1,1.0
