booking_id,no_show,branch,booking_month,arrival_month,arrival_day,checkout_month,checkout_day,country,first_time,room,price,platform,num_adults,num_children
71495,0,Changi,February,January,15.0,January,17.0,Indonesia,Yes,King,705.65,Website,2,2
93517,1,Changi,February,August,27.0,August,28.0,China,Yes,Unknown,858.28,Website,2,1
60146,0,Changi,October,October,9.0,October,10.0,Indonesia,Yes,Single,515.01,Website,1,0
17827,0,Changi,January,October,21.0,October,23.0,China,Yes,King,633.25,Agent,1,2
114619,1,Changi,January,July,5.0,July,8.0,Indonesia,Yes,Single,408.29,Phone,1,1
30985,1,Changi,April,May,1.0,May,2.0,India,Yes,Single,596.27,Website,1,0
67380,0,Changi,May,June,7.0,June,10.0,Indonesia,Yes,King,,Website,1,1
16987,1,Changi,February,April,6.0,April,9.0,China,Yes,King,805.84,Agent,2,1
11846,0,Changi,May,August,2.0,August,3.0,China,Yes,King,,Phone,2,0
7988,0,Orchard,April,July,6.0,July,7.0,Singapore,Yes,Queen,,Website,2,1
59855,1,Changi,September,July,27.0,July,29.0,China,Yes,King,914.39,Agent,1,0
69075,1,Changi,August,December,31.0,January,1.0,China,Yes,King,,Website,2,0
7104,1,Changi,September,July,31.0,August,1.0,Indonesia,Yes,Single,364.66,Website,1,0
33099,1,Changi,June,December,31.0,January,2.0,India,Yes,King,,Website,1,2
27593,0,Orchard,June,November,6.0,November,8.0,China,Yes,Single,,Website,1,1
14488,0,Changi,September,October,19.0,October,20.0,Singapore,Yes,King,,Website,2,1
39866,0,Orchard,July,February,12.0,February,14.0,Indonesia,Yes,King,,Email,2,0
51887,0,Changi,August,February,15.0,February,19.0,Indonesia,Yes,Unknown,708.28,Website,2,2
109700,1,Changi,April,September,9.0,September,10.0,China,Yes,King,598.52,Email,2,2
48346,0,Orchard,October,November,9.0,November,11.0,Indonesia,Yes,King,878.37,Website,2,0
99641,0,Changi,February,July,4.0,July,7.0,China,No,Unknown,658.23,Website,2,1
71255,0,Orchard,February,June,11.0,June,13.0,India,Yes,King,1486.43,Email,1,1
28770,1,Changi,December,June,2.0,June,4.0,China,Yes,King,,Agent,1,1
80758,0,Orchard,October,February,27.0,February,28.0,Indonesia,Yes,Single,596.66,Website,1,0
82497,1,Orchard,September,July,4.0,July,6.0,China,Yes,King,1281.91,Website,2,1
94561,1,Changi,April,May,1.0,May,2.0,China,Yes,Unknown,855.4,Website,2,0
56279,0,Changi,August,August,20.0,August,21.0,India,Yes,King,892.73,Website,2,0
4930,0,Changi,March,February,6.0,February,8.0,Indonesia,Yes,Unknown,600.44,Email,1,1
25759,0,Orchard,September,March,2.0,March,5.0,Australia,Yes,King,945.69,Website,1,0
77075,1,Orchard,July,January,13.0,January,15.0,Indonesia,Yes,Unknown,855.69,Email,2,0
56284,1,Changi,November,July,7.0,July,10.0,Indonesia,Yes,Single,590.52,Email,1,1
68060,0,Orchard,October,June,12.0,June,13.0,Indonesia,Yes,Unknown,915.96,Website,2,1
82887,0,Changi,November,September,11.0,September,13.0,China,Yes,Unknown,896.22,Website,1,0
82286,1,Orchard,June,August,28.0,August,29.0,Indonesia,Yes,King,1239.43,Email,2,2
17540,1,Orchard,February,July,27.0,July,29.0,China,Yes,King,1093.12,Email,1,0
41320,1,Changi,October,August,2.0,August,5.0,Singapore,Yes,Single,,Agent,1,1
99490,0,Changi,September,September,27.0,September,28.0,Japan,Yes,King,,Phone,2,2
11147,0,Orchard,November,April,9.0,April,10.0,India,Yes,Unknown,1482.9,Email,1,1
14197,0,Changi,February,July,1.0,July,3.0,China,Yes,King,,Email,1,2
24631,1,Changi,January,June,23.0,June,24.0,China,Yes,Unknown,665.3,Email,2,0
26321,0,Changi,July,August,17.0,August,18.0,India,Yes,King,,Phone,2,1
93575,0,Changi,November,February,11.0,February,12.0,China,No,King,666.14,Agent,2,2
67136,0,Changi,November,July,15.0,July,16.0,Indonesia,Yes,Queen,469.62,Website,2,0
103826,0,Orchard,November,December,22.0,December,24.0,India,Yes,King,943.12,Website,1,0
46485,0,Orchard,October,October,8.0,October,22.0,Australia,Yes,Unknown,817.51,Website,2,0
45720,0,Orchard,March,September,17.0,September,19.0,India,Yes,King,,Email,1,2
20507,1,Orchard,February,February,6.0,February,20.0,China,Yes,Queen,,Agent,2,0
19021,0,Changi,April,May,23.0,May,25.0,Indonesia,Yes,Single,435.55,Website,1,1
113854,0,Changi,July,October,13.0,October,15.0,Indonesia,Yes,Single,371.32,Agent,1,0
52921,0,Changi,May,June,17.0,June,18.0,Indonesia,Yes,Unknown,883.85,Phone,2,0
14438,0,Orchard,May,February,5.0,February,7.0,China,Yes,King,1345.43,Agent,1,2
82117,0,Changi,April,April,1.0,April,3.0,Japan,Yes,King,639.95,Agent,1,0
82217,0,Changi,December,January,5.0,January,8.0,China,No,King,900.8,Email,1,1
78154,1,Orchard,January,January,2.0,January,3.0,China,Yes,King,1020.87,Website,1,0
49502,1,Orchard,July,December,17.0,December,18.0,Malaysia,Yes,King,1382.51,Email,1,1
76813,0,Changi,January,September,17.0,September,19.0,India,Yes,King,860.74,Website,1,2
65204,0,Orchard,April,March,26.0,March,28.0,India,Yes,Single,,Email,1,0
89804,0,Changi,April,February,19.0,February,20.0,China,Yes,Unknown,662.7,Agent,2,2
75000,0,Changi,January,June,14.0,June,15.0,China,Yes,King,605.19,Email,2,2
30520,0,Changi,October,February,24.0,February,27.0,China,Yes,King,666.58,Agent,1,1
4027,0,Orchard,September,January,20.0,January,22.0,Indonesia,Yes,King,949.28,Website,2,1
23398,0,Changi,September,December,27.0,December,28.0,Indonesia,Yes,King,946.39,Website,1,1
36380,0,Changi,March,March,29.0,April,1.0,Indonesia,Yes,King,662.63,Website,1,2
23469,0,Changi,September,September,3.0,September,6.0,China,Yes,Single,584.37,Website,1,1
83331,1,Changi,July,August,13.0,August,14.0,Indonesia,Yes,King,595.8,Website,2,2
8514,0,Orchard,June,November,6.0,November,8.0,Australia,Yes,King,984.18,Website,2,2
103992,1,Orchard,March,December,19.0,December,20.0,China,Yes,Unknown,1326.13,Website,2,2
79045,1,Orchard,February,May,31.0,June,2.0,China,Yes,King,,Agent,2,2
84022,1,Changi,September,October,5.0,October,6.0,China,Yes,Unknown,704.54,Phone,1,1
59697,0,Changi,March,September,15.0,September,18.0,Malaysia,Yes,Single,572.29,Email,1,1
61315,0,Orchard,August,May,26.0,May,29.0,Australia,Yes,King,1306.57,Email,1,1
38737,1,Changi,September,October,13.0,October,16.0,China,Yes,King,916.43,Email,2,2
88499,0,Changi,December,February,17.0,February,19.0,Singapore,Yes,Unknown,611.04,Email,2,0
118371,0,Orchard,October,March,5.0,March,6.0,China,Yes,Unknown,1030.53,Agent,1,0
81884,1,Orchard,March,August,8.0,August,9.0,China,Yes,Single,,Website,1,1
101273,0,Changi,November,June,19.0,June,20.0,Japan,Yes,King,658.48,Email,1,2
60318,1,Changi,May,June,29.0,June,30.0,India,Yes,Queen,733.0,Email,2,1
105120,0,Changi,January,February,11.0,February,13.0,Japan,Yes,Unknown,684.13,Website,2,1
57166,0,Orchard,October,July,16.0,July,18.0,Australia,Yes,King,927.19,Website,2,1
85752,1,Changi,March,August,6.0,August,8.0,Indonesia,Yes,King,712.32,Website,1,2
30954,1,Orchard,February,August,28.0,August,29.0,India,Yes,King,1478.71,Agent,2,2
118487,1,Changi,April,December,2.0,December,3.0,China,Yes,Unknown,599.46,Website,1,1
97094,0,Changi,October,November,11.0,November,13.0,Indonesia,Yes,King,,Website,1,1
111365,0,Changi,October,June,28.0,July,1.0,Australia,Yes,King,654.96,Website,1,0
82353,1,Changi,November,December,27.0,December,31.0,Indonesia,Yes,Unknown,678.51,Agent,2,0
84772,0,Changi,May,September,4.0,September,6.0,Indonesia,Yes,King,896.33,Website,2,2
22289,0,Orchard,June,April,13.0,April,15.0,Australia,Yes,Queen,920.2,Email,1,0
15824,0,Changi,December,October,24.0,October,25.0,India,Yes,King,697.02,Agent,1,2
85376,0,Changi,March,April,15.0,April,16.0,India,Yes,Single,355.61,Agent,1,1
111682,0,Changi,September,December,25.0,December,26.0,India,Yes,King,926.33,Email,1,2
59213,0,Changi,March,April,29.0,May,1.0,Japan,Yes,King,,Email,1,1
89915,0,Changi,April,December,29.0,January,2.0,Japan,Yes,King,,Phone,2,0
86561,0,Changi,June,August,8.0,August,11.0,Indonesia,Yes,Unknown,631.51,Website,1,1
95319,0,Orchard,February,June,28.0,July,2.0,Indonesia,Yes,Unknown,1176.64,Agent,2,1
42245,0,Changi,May,September,14.0,September,15.0,Indonesia,Yes,King,608.4,Website,2,2
102918,0,Changi,June,February,28.0,March,2.0,Indonesia,Yes,King,,Phone,2,2
30329,0,Orchard,June,October,3.0,October,4.0,China,Yes,Queen,874.6,Agent,2,0
82539,0,Changi,March,May,26.0,May,28.0,Japan,Yes,King,707.82,Website,2,2
59339,1,Changi,April,May,12.0,May,13.0,Indonesia,Yes,King,,Website,2,0
11595,1,Changi,February,May,4.0,May,6.0,China,Yes,King,,Phone,2,2
52900,0,Orchard,April,April,22.0,April,24.0,China,Yes,Single,498.59,Website,1,1
42527,0,Orchard,November,February,27.0,February,28.0,Indonesia,Yes,Unknown,1373.84,Website,1,2
31694,1,Changi,October,June,15.0,June,17.0,China,Yes,King,832.54,Website,2,1
30962,1,Changi,July,August,14.0,August,16.0,China,Yes,King,,Phone,2,1
31162,1,Orchard,May,July,18.0,July,19.0,China,Yes,Unknown,1255.69,Agent,1,1
59097,0,Changi,August,April,17.0,April,18.0,China,Yes,Queen,,Agent,2,1
2946,0,Orchard,March,October,5.0,October,6.0,Australia,Yes,King,,Website,1,2
10427,1,Changi,August,April,17.0,April,19.0,Indonesia,Yes,Unknown,674.73,Email,1,2
1520,0,Changi,November,December,8.0,December,9.0,India,Yes,Single,454.68,Website,1,1
22635,1,Orchard,October,August,12.0,August,16.0,China,Yes,Single,617.11,Agent,1,1
78184,1,Orchard,May,September,20.0,September,22.0,China,Yes,King,908.2,Website,1,1
23798,0,Changi,December,July,10.0,July,12.0,Australia,Yes,King,853.54,Website,2,1
16800,1,Changi,January,January,19.0,January,21.0,China,Yes,King,868.45,Website,2,1
28841,1,Changi,June,August,28.0,August,29.0,India,Yes,Unknown,445.34,Agent,1,1
116703,0,Orchard,August,May,16.0,May,17.0,Australia,Yes,Single,572.28,Website,1,1
57667,0,Changi,April,April,10.0,April,12.0,Japan,Yes,Unknown,551.54,Website,1,1
20328,1,Orchard,April,August,29.0,August,30.0,Singapore,Yes,Queen,852.87,Email,2,1
63382,0,Orchard,September,May,14.0,May,16.0,Australia,Yes,Unknown,790.67,Email,2,0
31710,1,Changi,June,August,15.0,August,17.0,China,Yes,King,963.86,Website,2,0
91780,0,Orchard,November,May,23.0,May,24.0,Australia,Yes,President Suite,1335.61,Website,2,1
95465,0,Changi,September,August,9.0,August,12.0,Australia,Yes,King,,Phone,1,0
61934,0,Orchard,December,May,5.0,May,8.0,India,Yes,King,876.54,Website,2,0
46741,0,Changi,February,May,5.0,May,6.0,Australia,Yes,King,718.26,Website,1,2
38749,0,Changi,August,July,18.0,July,19.0,China,Yes,King,707.95,Agent,2,0
96475,1,Changi,November,June,4.0,June,6.0,Australia,Yes,King,989.63,Website,1,0
112597,1,Changi,November,December,8.0,December,10.0,China,Yes,Unknown,655.09,Phone,2,0
11779,1,Changi,March,April,27.0,April,30.0,India,Yes,King,849.27,Agent,2,2
11914,1,Changi,January,November,6.0,November,8.0,China,Yes,King,668.92,Website,1,0
118674,1,Changi,November,September,28.0,September,29.0,China,Yes,King,649.31,Phone,1,2
88071,1,Changi,May,October,10.0,October,12.0,China,Yes,King,944.04,Email,1,0
26605,1,Orchard,December,May,27.0,May,29.0,Australia,Yes,Single,,Website,1,1
86546,0,Orchard,March,June,28.0,June,30.0,India,Yes,Queen,682.13,Website,1,1
75110,0,Changi,February,March,17.0,March,19.0,Indonesia,Yes,Single,326.69,Agent,1,1
80931,1,Changi,February,June,24.0,June,26.0,China,Yes,King,996.88,Agent,2,2
87161,1,Changi,July,August,18.0,August,20.0,China,Yes,King,882.61,Email,2,0
77920,0,Changi,January,January,23.0,January,24.0,Indonesia,Yes,King,,Agent,1,1
7739,1,Changi,July,July,20.0,July,21.0,China,Yes,King,617.17,Website,1,1
2156,0,Changi,March,November,20.0,November,22.0,China,Yes,King,802.18,Website,2,2
74520,1,Changi,July,November,18.0,November,19.0,Indonesia,Yes,King,591.8,Website,2,0
100561,0,Orchard,August,June,22.0,June,25.0,Indonesia,Yes,King,,Agent,2,0
54867,1,Orchard,December,April,9.0,April,11.0,China,Yes,King,894.16,Website,1,1
75655,0,Orchard,April,August,20.0,August,22.0,China,Yes,Single,495.68,Website,1,0
51625,0,Changi,July,May,11.0,May,15.0,Indonesia,Yes,King,801.06,Email,2,0
88982,0,Changi,November,November,3.0,November,8.0,India,Yes,Single,387.45,Website,1,0
26808,0,Changi,May,May,19.0,May,20.0,China,Yes,Single,,Agent,1,0
33034,0,Orchard,April,February,7.0,February,9.0,China,No,King,959.15,Email,2,1
111209,0,Changi,September,September,5.0,September,6.0,China,Yes,King,619.44,Email,2,0
105514,0,Orchard,July,February,9.0,February,11.0,China,Yes,King,1407.46,Agent,1,0
26745,0,Changi,June,March,7.0,March,8.0,Singapore,Yes,King,603.21,Website,1,1
43436,0,Changi,April,May,28.0,May,30.0,Indonesia,Yes,King,647.74,Email,1,2
69096,0,Orchard,February,August,14.0,August,15.0,India,Yes,King,1373.34,Email,1,2
52808,0,Changi,October,January,25.0,January,26.0,China,Yes,Queen,,Website,2,1
17740,0,Changi,July,July,13.0,July,14.0,Japan,Yes,Unknown,920.8,Website,1,2
67497,0,Changi,December,April,13.0,April,15.0,Indonesia,Yes,Queen,,Agent,1,0
4402,0,Changi,May,August,19.0,August,20.0,China,Yes,Unknown,487.02,Agent,1,0
69365,1,Changi,February,February,27.0,February,28.0,Indonesia,Yes,King,910.14,Website,2,2
68861,1,Orchard,February,August,11.0,August,16.0,China,Yes,Queen,852.52,Email,2,0
117508,1,Changi,March,January,1.0,January,3.0,China,Yes,King,872.39,Website,1,0
109646,0,Changi,April,August,17.0,August,18.0,India,Yes,King,,Phone,2,0
81420,0,Orchard,May,April,2.0,April,4.0,China,Yes,King,909.43,Website,1,2
86997,1,Orchard,April,August,17.0,August,18.0,China,Yes,Queen,,Agent,2,1
46513,0,Orchard,May,November,16.0,November,17.0,Australia,Yes,Queen,991.12,Phone,1,0
8612,0,Changi,August,August,19.0,August,21.0,India,Yes,King,680.18,Website,2,0
27325,0,Changi,November,January,20.0,January,22.0,Indonesia,Yes,King,885.31,Agent,2,0
67530,1,Orchard,May,September,2.0,September,4.0,India,Yes,King,973.87,Website,2,2
42937,1,Changi,October,June,15.0,June,17.0,China,Yes,King,690.37,Website,2,2
97847,0,Changi,October,October,10.0,October,11.0,China,Yes,King,875.45,Phone,2,0
78924,1,Changi,March,April,10.0,April,12.0,Indonesia,Yes,Unknown,324.94,Website,1,0
69902,0,Orchard,December,January,5.0,January,6.0,Australia,Yes,Queen,724.08,Agent,1,1
98672,0,Changi,May,July,19.0,July,23.0,Japan,Yes,Single,342.25,Email,1,0
97325,0,Changi,July,August,2.0,August,3.0,Australia,Yes,Single,,Email,1,1
63772,0,Orchard,June,July,14.0,July,16.0,India,Yes,King,951.79,Agent,1,1
13019,0,Changi,October,October,4.0,October,5.0,India,Yes,King,674.93,Agent,1,1
13657,0,Changi,January,July,26.0,July,28.0,Indonesia,Yes,King,,Email,2,1
19616,1,Changi,July,December,27.0,December,29.0,Australia,Yes,King,984.75,Email,1,0
25271,0,Orchard,April,July,29.0,July,31.0,Japan,Yes,Queen,,Website,1,0
107023,0,Orchard,June,February,15.0,February,16.0,India,Yes,Unknown,1070.18,Email,2,1
19671,1,Orchard,February,June,11.0,June,25.0,China,Yes,King,1223.74,Website,1,2
77166,1,Changi,November,May,30.0,June,1.0,China,Yes,King,630.57,Email,2,0
44940,0,Changi,May,October,8.0,October,11.0,Japan,Yes,King,871.12,Website,1,1
11681,1,Changi,June,February,1.0,February,4.0,China,Yes,King,829.52,Phone,1,2
108246,0,Changi,December,May,27.0,May,28.0,China,Yes,Queen,536.25,Email,2,1
92321,1,Orchard,July,August,4.0,August,6.0,China,Yes,King,,Website,1,2
13569,1,Changi,August,April,9.0,April,11.0,Indonesia,Yes,Single,301.48,Website,1,1
60980,1,Changi,December,February,25.0,February,26.0,China,Yes,King,702.17,Website,1,2
11049,0,Changi,July,March,24.0,March,26.0,India,Yes,King,802.68,Email,1,2
3225,0,Orchard,April,October,11.0,October,12.0,Australia,Yes,Unknown,985.47,Agent,2,2
92546,0,Orchard,April,May,17.0,May,19.0,India,Yes,King,,Email,2,2
72278,1,Changi,October,December,23.0,December,24.0,China,Yes,King,947.45,Website,1,2
7848,1,Changi,January,October,3.0,October,4.0,China,Yes,Unknown,972.32,Email,2,0
63063,0,Changi,June,April,30.0,May,2.0,Japan,Yes,Unknown,454.45,Website,1,1
36519,0,Orchard,March,September,14.0,September,15.0,India,Yes,King,997.8,Email,2,1
37400,0,Changi,January,May,26.0,May,29.0,Indonesia,Yes,Single,545.13,Email,1,0
62534,1,Changi,September,June,29.0,July,3.0,China,Yes,Single,325.62,Website,1,1
84743,1,Changi,April,September,15.0,September,17.0,China,Yes,King,626.58,Agent,2,1
54077,0,Changi,March,June,14.0,June,16.0,Australia,Yes,King,619.24,Agent,1,0
81480,0,Changi,February,October,2.0,October,4.0,China,Yes,King,,Website,1,2
118690,0,Changi,November,May,23.0,May,24.0,India,Yes,King,826.1,Website,2,1
107104,0,Changi,March,November,11.0,November,12.0,Indonesia,Yes,King,606.42,Website,1,2
3315,1,Changi,October,February,25.0,February,27.0,Indonesia,Yes,King,,Website,2,2
21591,0,Changi,November,February,11.0,February,13.0,Australia,Yes,King,882.64,Agent,2,2
86676,0,Changi,December,August,9.0,August,14.0,Japan,Yes,Single,,Email,1,0
98662,0,Orchard,September,June,5.0,June,7.0,China,Yes,Unknown,1216.5,Website,1,2
44887,1,Changi,September,June,27.0,June,29.0,China,Yes,King,,Website,2,0
443,1,Changi,July,August,14.0,August,16.0,China,Yes,King,647.03,Website,2,1
92031,0,Changi,October,June,26.0,June,27.0,China,Yes,King,,Email,2,0
35482,0,Orchard,January,April,4.0,April,5.0,Japan,Yes,King,1040.1,Website,1,2
117155,0,Orchard,April,June,9.0,June,12.0,Singapore,Yes,King,,Website,1,0
74544,1,Changi,July,August,20.0,August,21.0,China,Yes,Single,501.86,Agent,1,1
44048,0,Changi,September,July,28.0,July,30.0,Australia,Yes,King,659.59,Website,2,0
87467,1,Changi,April,August,8.0,August,9.0,India,Yes,King,815.1,Email,2,0
86049,0,Changi,January,June,24.0,June,25.0,China,Yes,King,601.99,Email,1,0
78556,0,Orchard,June,October,18.0,October,20.0,Singapore,Yes,King,,Agent,1,2
84851,1,Changi,September,May,18.0,May,20.0,Australia,Yes,King,,Agent,2,1
60054,0,Changi,October,August,17.0,August,18.0,Indonesia,Yes,King,696.22,Agent,1,2
6234,0,Orchard,November,September,5.0,September,7.0,China,Yes,Unknown,2002.68,Email,2,1
8927,1,Orchard,March,November,8.0,November,11.0,China,Yes,Unknown,2059.32,Website,2,2
53792,0,Changi,December,March,2.0,March,4.0,Japan,Yes,King,969.82,Website,2,0
50153,0,Orchard,June,November,30.0,December,1.0,China,Yes,King,1348.36,Agent,2,0
82350,0,Changi,April,July,22.0,July,23.0,Japan,Yes,Unknown,837.3,Agent,1,0
55639,0,Orchard,February,October,6.0,October,7.0,Australia,Yes,King,1206.4,Website,2,0
109672,0,Orchard,February,August,20.0,August,22.0,India,Yes,Queen,712.47,Website,1,1
54518,0,Changi,March,May,31.0,June,4.0,Australia,Yes,King,683.5,Website,1,2
33365,0,Orchard,March,April,25.0,April,27.0,Indonesia,Yes,King,,Website,2,0
24989,0,Orchard,May,May,11.0,May,14.0,Indonesia,Yes,King,,Agent,1,0
49151,1,Changi,September,February,25.0,February,28.0,China,Yes,King,,Website,1,0
31152,1,Changi,July,August,26.0,August,28.0,China,Yes,King,669.07,Email,1,0
105780,0,Changi,April,August,31.0,September,4.0,Japan,Yes,King,596.94,Website,1,0
9135,1,Changi,July,November,22.0,November,23.0,China,Yes,Unknown,655.76,Phone,2,1
43055,1,Changi,October,April,29.0,May,1.0,China,Yes,King,984.66,Website,2,2
40860,1,Changi,August,May,13.0,May,14.0,China,Yes,Unknown,607.54,Email,2,1
15438,0,Changi,December,April,14.0,April,15.0,India,Yes,Queen,667.15,Agent,1,1
56329,0,Orchard,October,October,9.0,October,11.0,India,Yes,Queen,855.68,Phone,2,0
40614,1,Orchard,March,July,30.0,August,1.0,Indonesia,Yes,Queen,1025.83,Email,1,1
35325,0,Changi,December,November,21.0,November,22.0,Indonesia,Yes,King,,Email,2,2
438,0,Orchard,March,October,12.0,October,14.0,Australia,Yes,Queen,,Website,1,1
101665,1,Changi,January,January,19.0,January,22.0,China,Yes,Unknown,869.68,Website,2,2
111175,1,Changi,January,April,15.0,April,17.0,China,Yes,King,,Website,1,0
57980,1,Orchard,February,February,27.0,March,1.0,China,Yes,Unknown,989.91,Website,1,1
30024,0,Changi,July,August,14.0,August,15.0,China,Yes,Queen,779.25,Website,2,1
62365,1,Changi,May,September,19.0,September,20.0,China,Yes,King,823.84,Website,2,1
118583,0,Changi,April,March,16.0,March,19.0,China,Yes,Single,,Website,1,1
104548,0,Changi,June,January,27.0,January,30.0,Indonesia,Yes,King,703.07,Email,1,0
29851,1,Orchard,September,February,15.0,February,16.0,Australia,Yes,Queen,817.98,Agent,1,0
39891,0,Orchard,June,March,1.0,March,6.0,Japan,Yes,Unknown,960.42,Website,2,1
12742,0,Changi,June,January,2.0,January,3.0,Indonesia,Yes,Unknown,677.89,Phone,2,0
109004,1,Changi,December,September,24.0,September,26.0,India,Yes,Single,416.6,Website,1,1
58300,0,Orchard,May,October,23.0,October,26.0,China,Yes,King,962.07,Email,2,2
51042,1,Orchard,April,February,23.0,February,25.0,China,Yes,King,1208.84,Agent,2,0
36785,1,Orchard,June,August,4.0,August,6.0,Indonesia,Yes,Unknown,1108.06,Agent,1,0
34821,1,Changi,February,May,23.0,May,24.0,China,Yes,King,845.62,Agent,2,1
17290,0,Changi,October,November,22.0,November,24.0,India,Yes,King,,Phone,1,1
68791,1,Changi,December,December,5.0,December,7.0,China,Yes,King,657.77,Website,1,2
102591,1,Orchard,February,August,11.0,August,12.0,Indonesia,Yes,Single,492.64,Website,1,0
82959,0,Changi,August,October,21.0,October,23.0,Indonesia,Yes,King,652.13,Email,2,1
68613,0,Changi,May,August,26.0,August,27.0,Malaysia,Yes,King,,Website,1,0
95894,1,Changi,September,June,27.0,June,29.0,China,Yes,King,694.88,Agent,2,0
25291,1,Changi,October,October,25.0,October,27.0,China,Yes,King,724.25,Website,1,2
102655,0,Orchard,February,February,13.0,February,14.0,China,Yes,King,1084.0,Website,2,2
73916,0,Orchard,February,February,19.0,February,20.0,Australia,Yes,Single,738.07,Email,1,1
71889,0,Orchard,May,May,15.0,May,16.0,China,Yes,King,1335.9,Website,1,1
3481,0,Changi,January,October,25.0,October,27.0,China,Yes,King,,Website,2,0
26160,0,Orchard,November,November,16.0,November,17.0,China,Yes,King,1379.5,Email,1,1
18721,1,Changi,April,April,22.0,April,23.0,China,Yes,King,,Agent,1,1
106825,0,Orchard,November,July,26.0,July,28.0,India,Yes,King,1218.37,Email,2,1
75901,0,Changi,November,March,7.0,March,8.0,Indonesia,Yes,King,982.46,Phone,1,2
23147,0,Orchard,October,July,30.0,August,1.0,India,Yes,Queen,1007.57,Email,1,1
23803,0,Changi,May,October,1.0,October,3.0,Malaysia,Yes,King,,Website,1,2
6410,0,Changi,January,April,3.0,April,4.0,Indonesia,Yes,Unknown,839.91,Agent,2,1
73609,1,Orchard,January,September,23.0,September,25.0,China,Yes,Queen,962.86,Website,1,0
108562,0,Orchard,February,February,13.0,February,14.0,Australia,Yes,King,1057.52,Website,2,0
92851,1,Changi,November,October,9.0,October,17.0,Japan,Yes,King,683.92,Website,2,1
44629,0,Changi,December,September,11.0,September,12.0,India,Yes,Unknown,909.78,Website,2,0
25207,0,Orchard,November,April,30.0,May,1.0,Japan,Yes,Unknown,1085.1,Email,2,2
109647,1,Changi,October,February,9.0,February,11.0,China,Yes,Unknown,670.47,Email,2,0
78537,0,Orchard,January,March,25.0,March,27.0,Australia,Yes,King,1361.03,Email,2,2
113640,0,Orchard,February,February,25.0,February,26.0,Indonesia,Yes,Unknown,1087.26,Website,1,0
108816,0,Changi,September,February,19.0,February,21.0,Australia,Yes,King,,Agent,2,1
78592,1,Changi,January,August,7.0,August,8.0,Australia,Yes,Single,,Website,1,1
39636,0,Changi,March,June,20.0,June,21.0,Japan,Yes,King,662.0,Website,2,1
95916,0,Orchard,December,June,14.0,June,18.0,China,Yes,Unknown,1337.17,Website,2,1
37117,1,Changi,August,August,14.0,August,16.0,China,Yes,King,856.7,Agent,1,0
26124,1,Changi,May,August,14.0,August,16.0,China,Yes,King,912.65,Website,1,1
54559,0,Changi,January,October,25.0,October,30.0,Indonesia,Yes,King,985.65,Agent,2,1
112029,1,Changi,April,September,26.0,September,27.0,China,Yes,King,,Phone,1,1
92534,0,Changi,March,May,21.0,May,23.0,Indonesia,Yes,Single,593.49,Phone,1,1
111996,0,Changi,February,November,25.0,November,26.0,Japan,Yes,King,713.44,Website,2,0
77490,1,Changi,July,March,10.0,March,12.0,Japan,Yes,King,585.54,Website,1,1
67122,1,Orchard,December,February,26.0,February,27.0,China,Yes,King,,Agent,2,2
83200,0,Changi,May,April,20.0,April,22.0,Japan,Yes,King,,Email,2,2
